"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",67465798,67466219,422,"*",".",1000,".",241.94286,-1,5.02121,200,"Intron (ENST00000290949.8/9114, intron 1 of 7)",16,67438413,67459225,20813,2,"9114","ENST00000426604.7",-6573,"ENSG00000159720","ATP6V0D1","ATPase H+ transporting V0 subunit d1"
"chr2",102006194,102006646,453,"*",".",1000,".",241.93765,-1,5.02121,215,"Promoter (1-2kb)",2,102008515,102024826,16312,1,"7850","ENST00000441002.1",-1869,"ENSG00000115590","IL1R2","interleukin 1 receptor type 2"
"chr6",41787144,41787814,671,"*",".",1000,".",241.92479,-1,5.02121,439,"Promoter (<=1kb)",6,41787662,41789898,2237,1,"100188893","ENST00000398884.7",0,"ENSG00000214736","TOMM6","translocase of outer mitochondrial membrane 6"
"chr15",52139773,52140462,690,"*",".",1000,".",241.92339,-1,5.02121,273,"Promoter (<=1kb)",15,52122209,52139955,17747,2,"10681","ENST00000559348.5",0,"ENSG00000069966","GNB5","G protein subunit beta 5"
"chr11",64000174,64000767,594,"*",".",1000,".",241.91961,-1,5.02121,382,"Promoter (<=1kb)",11,63998570,63999361,792,2,"28992","ENST00000541041.1",-813,"ENSG00000133315","MACROD1","mono-ADP ribosylhydrolase 1"
"chr6",25070777,25071239,463,"*",".",1000,".",241.86079,-1,5.02121,209,"Intron (ENST00000762009.1/124901282, intron 2 of 5)",6,25061796,25134971,73176,1,"124901282","ENST00000648291.1",8981,NA,"LOC124901282","uncharacterized LOC124901282"
"chr3",94249318,94249915,598,"*",".",1000,".",241.85395,-1,5.02121,386,"Distal Intergenic",3,94061169,94063389,2221,2,"200895","ENST00000496983.1",-185929,"ENSG00000178700","DHFR2","dihydrofolate reductase 2"
"chr7",36967276,36967713,438,"*",".",1000,".",241.84547,-1,5.02121,228,"Intron (ENST00000310758.9/9844, intron 16 of 21)",7,36854462,36985060,130599,2,"9844","ENST00000396040.6",17347,"ENSG00000155849","ELMO1","engulfment and cell motility 1"
"chr14",95560802,95561300,499,"*",".",1000,".",241.83999,-1,5.02121,269,"Intron (ENST00000847248.1/100506999, intron 1 of 2)",14,95573520,95578688,5169,1,"100506999","ENST00000659262.1",-12220,"ENSG00000258390","LINC02318","long intergenic non-protein coding RNA 2318"
"chr5",171484352,171484830,479,"*",".",1000,".",241.83456,-1,5.02121,245,"Intron (ENST00000830741.1/105377721, intron 2 of 3)",5,171494753,171502757,8005,1,"105377720","ENST00000830536.1",-9923,"ENSG00000308026","LOC105377720","uncharacterized LOC105377720"
"chr1",99707529,99708008,480,"*",".",1000,".",241.81593,-1,5.02121,250,"3' UTR",1,99710825,99712508,1684,2,"391059","ENST00000489209.2",4500,"ENSG00000156869","FRRS1","ferric chelate reductase 1"
"chr7",134750074,134750569,496,"*",".",1000,".",241.80766,-1,5.02121,225,"Intron (ENST00000772401.1/124901751, intron 1 of 1)",7,134745467,134960056,214590,1,"800","ENST00000436461.6",4607,"ENSG00000122786","CALD1","caldesmon 1"
"chr1",28091140,28091559,420,"*",".",1000,".",241.78703,-1,5.02121,238,"Promoter (2-3kb)",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-2503,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr5",172697500,172697969,470,"*",".",1000,".",241.77693,-1,5.02121,226,"Promoter (2-3kb)",5,172690500,172700317,9818,2,"107986479","ENST00000834854.1",2348,NA,"LOC107986479","uncharacterized LOC107986479"
"chr17",64938844,64939336,493,"*",".",1000,".",241.73366,-1,5.02121,260,"Intron (ENST00000577423.3/ENST00000577423.3, intron 3 of 4)",17,64860852,64919480,58629,2,"374819","ENST00000581368.5",-19364,"ENSG00000176809","LRRC37A3","leucine rich repeat containing 37 member A3"
"chr10",15209763,15210260,498,"*",".",1000,".",241.70451,-1,5.02121,252,"Promoter (1-2kb)",10,15208534,15247231,38698,1,"105376433","ENST00000802946.1",1229,NA,"FAM171A1-AS1","FAM171A1 antisense RNA 1"
"chr13",110115971,110116444,474,"*",".",1000,".",241.66625,-1,5.02121,240,"Intron (ENST00000670698.1/101927646, intron 1 of 1)",13,110036292,110129136,92845,2,"101927646","ENST00000670698.1",12692,"ENSG00000275830","LINC03082","long intergenic non-protein coding RNA 3082"
"chr13",49847968,49848410,443,"*",".",1000,".",241.63871,-1,5.02121,213,"Distal Intergenic",13,49890591,49892998,2408,1,"220429","ENST00000318353.2",-42181,"ENSG00000181358","CTAGE10P","CTAGE family member 10, pseudogene"
"chr12",40152735,40153188,454,"*",".",1000,".",241.62979,-1,5.02121,232,"Promoter (2-3kb)",12,40156109,40169288,13180,1,"105369734","ENST00000663154.4",-2921,"ENSG00000223914","LINC02471","long intergenic non-protein coding RNA 2471"
"chr6",29847992,29848458,467,"*",".",1000,".",241.62519,-1,5.02121,222,"Distal Intergenic",6,29827845,29831125,3281,1,"3135","ENST00000478519.5",20147,"ENSG00000204632","HLA-G","major histocompatibility complex, class I, G"
"chr3",10945497,10946109,613,"*",".",1000,".",241.61879,-1,5.02121,352,"Intron (ENST00000656787.1/105376950, intron 2 of 3)",3,10933966,10935397,1432,1,"6538","ENST00000464828.1",11531,"ENSG00000132164","SLC6A11","solute carrier family 6 member 11"
"chr12",122054324,122054723,400,"*",".",1000,".",241.59528,-1,5.02121,170,"Intron (ENST00000538010.5/605, intron 4 of 5)",12,122063214,122068786,5573,1,"100506691","ENST00000660647.2",-8491,"ENSG00000256546","LINC02985","long intergenic non-protein coding RNA 2985"
"chr20",57495179,57495665,487,"*",".",1000,".",241.5911,-1,5.02121,230,"5' UTR",20,57499554,57524257,24704,2,"140690","ENST00000608440.5",28592,"ENSG00000124092","CTCFL","CCCTC-binding factor like"
"chr11",72183412,72183831,420,"*",".",1000,".",241.5825,-1,5.02121,204,"Intron (ENST00000824615.1/ENST00000824615.1, intron 1 of 1)",11,72189558,72196323,6766,1,"2348","ENST00000312293.9",-5727,"ENSG00000110195","FOLR1","folate receptor alpha"
"chr3",197186969,197187391,423,"*",".",1000,".",241.58116,-1,5.02121,215,"Promoter (2-3kb)",3,197044260,197184131,139872,2,"1739","ENST00000452595.5",-2838,"ENSG00000075711","DLG1","discs large MAGUK scaffold protein 1"
"chr13",113393979,113394453,475,"*",".",1000,".",241.572,-1,5.02121,198,"Distal Intergenic",13,113376346,113379091,2746,2,"124903218","ENST00000737354.1",-14888,NA,"LOC124903218","uncharacterized LOC124903218"
"chr6",104682909,104683469,561,"*",".",1000,".",241.55717,-1,5.02121,302,"Promoter (<=1kb)",6,104462844,104683247,220404,2,"105377918","ENST00000799445.1",0,"ENSG00000287616","LOC105377918","uncharacterized LOC105377918"
"chr9",92634657,92635166,510,"*",".",1000,".",241.55169,-1,5.02121,235,"3' UTR",9,92614556,92620330,5775,2,"64768","ENST00000486841.1",-14327,"ENSG00000127080","IPPK","inositol-pentakisphosphate 2-kinase"
"chr20",17431715,17432327,613,"*",".",1000,".",241.52526,-1,5.02121,250,"Intron (ENST00000377899.5/5126, intron 8 of 12)",20,17463433,17482287,18855,1,"5126","ENST00000459871.1",-31106,"ENSG00000125851","PCSK2","proprotein convertase subtilisin/kexin type 2"
"chr17",2058475,2058946,472,"*",".",1000,".",241.52449,-1,5.02121,211,"Promoter (2-3kb)",17,2056310,2059686,3377,1,"3090","ENST00000322941.3",2165,"ENSG00000177374","HIC1","HIC ZBTB transcriptional repressor 1"
"chr12",121773151,121773701,551,"*",".",1000,".",241.47595,-1,5.02121,268,"5' UTR",12,121779418,121793360,13943,2,"54509","ENST00000537265.5",19659,"ENSG00000139725","RHOF","ras homolog family member F, filopodia associated"
"chr7",100469193,100469606,414,"*",".",1000,".",241.46367,-1,5.02121,216,"Promoter (1-2kb)",7,100467166,100468076,911,2,"81628","ENST00000456330.1",-1117,"ENSG00000166925","TSC22D4","TSC22 domain family member 4"
"chr19",47247330,47247876,547,"*",".",1000,".",241.41594,-1,5.02121,242,"Promoter (2-3kb)",19,47238267,47244348,6082,2,"124904731","ENST00000816965.1",-2982,"ENSG00000289915","LOC124904731","uncharacterized LOC124904731"
"chr11",58567882,58568307,426,"*",".",1000,".",241.4024,-1,5.02121,220,"Intron (ENST00000530561.5/9404, intron 2 of 9)",11,58526871,58575836,48966,2,"9404","ENST00000530561.5",7529,"ENSG00000110031","LPXN","leupaxin"
"chr15",74127347,74127906,560,"*",".",1000,".",241.39882,-1,5.02121,336,"Promoter (<=1kb)",15,74128126,74133022,4897,1,"57611","ENST00000569886.5",-220,"ENSG00000167178","ISLR2","immunoglobulin superfamily containing leucine rich repeat 2"
"chr9",33623932,33624352,421,"*",".",1000,".",241.39517,-1,5.02121,199,"Promoter (<=1kb)",9,33624274,33625293,1020,1,"304","ENST00000435128.2",0,NA,"ANXA2P2","annexin A2 pseudogene 2"
"chr7",19708942,19709408,467,"*",".",1000,".",241.39512,-1,5.02121,214,"Promoter (<=1kb)",7,19695461,19709037,13577,2,"221830","ENST00000222567.6",0,"ENSG00000105849","POLR1F","RNA polymerase I subunit F"
"chr19",7869063,7869665,603,"*",".",1000,".",241.38699,-1,5.02121,281,"3' UTR",19,7869064,7873597,4534,2,"80164","ENST00000615988.3",3932,"ENSG00000183248","PRR36","proline rich 36"
"chr16",17579223,17579694,472,"*",".",1000,".",241.37189,-1,5.02121,242,"Intron (ENST00000722769.1/ENST00000722769.1, intron 2 of 2)",16,17471166,17481794,10629,2,"105371106","ENST00000724331.1",-97429,NA,"LOC105371106","uncharacterized LOC105371106"
"chr3",192444463,192444941,479,"*",".",1000,".",241.34916,-1,5.02121,235,"Intron (ENST00000445105.7/2257, intron 2 of 5)",3,192139390,192409597,270208,2,"2257","ENST00000454309.7",-34866,"ENSG00000114279","FGF12","fibroblast growth factor 12"
"chr10",96642941,96643354,414,"*",".",1000,".",241.32503,-1,5.02121,210,"Intron (ENST00000339364.10/118788, intron 8 of 16)",10,96595208,96633241,38034,2,"118788","ENST00000371109.3",-9700,"ENSG00000155629","PIK3AP1","phosphoinositide-3-kinase adaptor protein 1"
"chr4",158170468,158171074,607,"*",".",1000,".",241.32127,-1,5.02121,274,"Promoter (<=1kb)",4,158170752,158202877,32126,1,"285505","ENST00000503611.5",0,"ENSG00000248429","GASK1B-AS1","GASK1B antisense RNA 1"
"chr11",6703432,6703863,432,"*",".",1000,".",241.28393,-1,5.02121,202,"Intron (ENST00000725825.1/ENST00000725825.1, intron 1 of 1)",11,6692694,6695739,3046,1,"124902625","ENST00000726047.1",10738,NA,"LOC124902625","uncharacterized LOC124902625"
"chr1",162055935,162056393,459,"*",".",1000,".",241.26926,-1,5.02121,217,"Distal Intergenic",1,162069691,162370475,300785,1,"9722","ENST00000361897.10",-13298,"ENSG00000198929","NOS1AP","nitric oxide synthase 1 adaptor protein"
"chrX",114610948,114611516,569,"*",".",981,".",241.26631,-1,5.02121,265,"Intron (ENST00000371951.5/3358, intron 1 of 6)",23,114630797,114630924,128,1,"677816","ENST00000386104.1",-19281,"ENSG00000208839","SNORA35","small nucleolar RNA, H/ACA box 35"
"chr15",32662538,32663032,495,"*",".",1000,".",241.26126,-1,5.02121,252,"Intron (ENST00000689909.1/114118903, intron 12 of 15)",15,32656084,32669092,13009,2,"105370757","ENST00000486285.1",6060,"ENSG00000241818","SCG5-AS1","SCG5 antisense RNA 1"
"chr22",45268893,45269311,419,"*",".",1000,".",241.24874,-1,5.02121,226,"Exon (ENST00000755153.1/ENST00000755153.1, exon 2 of 2)",22,45284949,45295874,10926,1,"7380","ENST00000216211.9",-15638,"ENSG00000100373","UPK3A","uroplakin 3A"
"chr12",12334332,12334814,483,"*",".",1000,".",241.2245,-1,5.02121,237,"Intron (ENST00000535902.6/54682, intron 3 of 3)",12,12329713,12338674,8962,2,"54682","ENST00000545735.1",3860,"ENSG00000111261","MANSC1","MANSC domain containing 1"
"chr3",37855339,37855793,455,"*",".",1000,".",241.20342,-1,5.02121,223,"Intron (ENST00000653023.1/101928153, intron 1 of 4)",3,37808496,37851450,42955,2,"101928153","ENST00000430620.3",-3889,"ENSG00000235257","ITGA9-AS1","ITGA9 antisense RNA 1"
"chr16",57418788,57419268,481,"*",".",1000,".",241.20044,-1,5.02121,229,"Distal Intergenic",16,57413869,57416062,2194,1,"6361","ENST00000616880.1",4919,"ENSG00000102970","CCL17","C-C motif chemokine ligand 17"
"chr6",83055342,83055775,434,"*",".",1000,".",241.1737,-1,5.02121,225,"Promoter (2-3kb)",6,83017182,83057969,40788,2,"90025","ENST00000369746.2",2194,"ENSG00000118420","UBE3D","ubiquitin protein ligase E3D"
"chr1",151734964,151735483,520,"*",".",1000,".",241.16838,-1,5.02121,282,"Distal Intergenic",1,151728429,151729606,1178,1,"284485","ENST00000427205.1",6535,"ENSG00000178796","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1"
"chr17",73156175,73156638,464,"*",".",1000,".",241.16653,-1,5.02121,234,"Distal Intergenic",17,73164977,73196593,31617,1,"6752","ENST00000580671.1",-8339,"ENSG00000180616","SSTR2","somatostatin receptor 2"
"chr11",1639912,1640554,643,"*",".",1000,".",241.13267,-1,5.02121,374,"Distal Intergenic",11,1629775,1630930,1156,1,"439915","ENST00000399676.4",10137,"ENSG00000185940","KRTAP5-5","keratin associated protein 5-5"
"chr1",9950300,9950749,450,"*",".",1000,".",241.12318,-1,5.02121,187,"Exon (ENST00000636827.2/113391335, exon 5 of 5)",1,9943518,9949801,6284,1,"64802","ENST00000738455.1",6782,"ENSG00000173614","NMNAT1","nicotinamide nucleotide adenylyltransferase 1"
"chr19",11587643,11588115,473,"*",".",1000,".",241.11273,-1,5.02121,206,"Intron (ENST00000593279.5/124904638, intron 4 of 4)",19,11574767,11579993,5227,2,"54","ENST00000695818.1",-7650,"ENSG00000102575","ACP5","acid phosphatase 5, tartrate resistant"
"chr12",120646794,120647346,553,"*",".",1000,".",241.10331,-1,5.02121,299,"Promoter (2-3kb)",12,120650085,120667032,16948,1,"9478","ENST00000288616.7",-2739,"ENSG00000157782","CABP1","calcium binding protein 1"
"chr10",49407486,49407978,493,"*",".",1000,".",241.09009,-1,5.02121,261,"Distal Intergenic",10,49364066,49396089,32024,2,"644168","ENST00000374139.8",-11397,"ENSG00000165606","DRGX","dorsal root ganglia homeobox"
"chr11",75803153,75803644,492,"*",".",1000,".",241.0598,-1,5.02121,260,"Exon (ENST00000716206.1/100506113, exon 3 of 7)",11,75795137,75800632,5496,1,"84649","ENST00000603865.1",8016,"ENSG00000062282","DGAT2","diacylglycerol O-acyltransferase 2"
"chrX",9995727,9996192,466,"*",".",1000,".",241.05977,-1,5.02121,203,"Distal Intergenic",23,10015254,10144474,129221,1,"55841","ENST00000380861.10",-19062,"ENSG00000047644","WWC3","WWC family member 3"
"chr12",120430423,120430838,416,"*",".",1000,".",241.04367,-1,5.02121,218,"Distal Intergenic",12,120438090,120438810,721,1,"1337","ENST00000550009.1",-7252,"ENSG00000111775","COX6A1","cytochrome c oxidase subunit 6A1"
"chr3",52471887,52472359,473,"*",".",1000,".",241.03666,-1,5.02121,261,"Promoter (1-2kb)",3,52470556,52476492,5937,1,"11188","ENST00000490425.1",1331,"ENSG00000010322","NISCH","nischarin"
"chrX",9708961,9709457,497,"*",".",1000,".",241.0097,-1,5.02121,247,"Exon (ENST00000407597.7/6907, exon 14 of 18)",23,9683746,9713322,29577,1,"6907","ENST00000684110.1",25215,"ENSG00000101849","TBL1X","transducin beta like 1 X-linked"
"chr6",133923903,133924366,464,"*",".",1000,".",240.99849,-1,5.02121,219,"Intron (ENST00000795414.1/100507308, intron 1 of 5)",6,133538105,133917212,379108,2,"100507308","ENST00000795402.1",-6691,"ENSG00000227954","TARID","TCF21 antisense RNA inducing promoter demethylation"
"chr1",6404705,6405144,440,"*",".",1000,".",240.99358,-1,5.02121,181,"Distal Intergenic",1,6264272,6393767,129496,2,"11332","ENST00000361521.9",-10938,"ENSG00000097021","ACOT7","acyl-CoA thioesterase 7"
"chr2",70964857,70965328,472,"*",".",1000,".",240.97035,-1,5.02121,209,"Promoter (1-2kb)",2,70963622,70965119,1498,1,"525","ENST00000433895.2",1235,"ENSG00000116039","ATP6V1B1","ATPase H+ transporting V1 subunit B1"
"chr7",149261843,149262341,499,"*",".",1000,".",240.96537,-1,5.02121,248,"Promoter (<=1kb)",7,149262196,149284988,22793,1,"100289678","ENST00000434415.6",0,"ENSG00000204946","ZNF783","zinc finger protein 783"
"chr3",46998500,46998978,479,"*",".",1000,".",240.95915,-1,5.02121,242,"Promoter (<=1kb)",3,46999590,47000244,655,1,"23218","ENST00000652744.1",-612,"ENSG00000160796","NBEAL2","neurobeachin like 2"
"chr1",59947275,59947779,505,"*",".",1000,".",240.89283,-1,5.02121,246,"Distal Intergenic",1,59893308,59926773,33466,2,"1573","ENST00000371204.4",-20502,"ENSG00000134716","CYP2J2","cytochrome P450 family 2 subfamily J member 2"
"chr1",156689392,156689908,517,"*",".",1000,".",240.88328,-1,5.02121,268,"Exon (ENST00000650347.1/ENST00000650347.1, exon 1 of 2)",1,156668763,156677407,8645,2,"10763","ENST00000368223.4",-11985,"ENSG00000132688","NES","nestin"
"chr13",31909870,31910295,426,"*",".",1000,".",240.83327,-1,5.02121,219,"Intron (ENST00000645780.1/10129, intron 1 of 61)",13,31945826,32299105,353280,1,"10129","ENST00000647500.1",-35531,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr5",35926452,35926887,436,"*",".",1000,".",240.81814,-1,5.02121,230,"Intron (ENST00000651391.1/133690, intron 1 of 4)",5,35904288,35938622,34335,2,"133690","ENST00000651391.1",11735,"ENSG00000152611","CAPSL","calcyphosine like"
"chr11",125404848,125405296,449,"*",".",1000,".",240.81776,-1,5.02121,214,"Intron (ENST00000530517.5/63876, intron 6 of 11)",11,125385688,125433389,47702,1,"63876","ENST00000526955.1",19160,"ENSG00000165495","PKNOX2","PBX/knotted 1 homeobox 2"
"chr9",128863533,128864006,474,"*",".",1000,".",240.7901,-1,5.02121,227,"Intron (ENST00000781285.1/ENST00000781285.1, intron 2 of 3)",9,128833123,128860532,27410,2,"883","ENST00000483599.5",-3001,"ENSG00000171097","KYAT1","kynurenine aminotransferase 1"
"chr9",97598601,97599190,590,"*",".",1000,".",240.76511,-1,5.02121,276,"Intron (ENST00000395211.6/7111, intron 9 of 9)",9,97610845,97617852,7008,2,"158427","ENST00000484708.1",18662,"ENSG00000136925","TSTD2","thiosulfate sulfurtransferase like domain containing 2"
"chr6",25223392,25223844,453,"*",".",1000,".",240.74182,-1,5.02121,251,"Intron (ENST00000643807.1/8418, intron 3 of 15)",6,25081067,25218524,137458,2,"8418","ENST00000761678.1",-4868,"ENSG00000293489","CMAHP","cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"chr12",51923366,51923844,479,"*",".",1000,".",240.74053,-1,5.02121,241,"Downstream (<=300bp)",12,51915713,51919320,3608,1,"94","ENST00000547632.1",7653,"ENSG00000139567","ACVRL1","activin A receptor like type 1"
"chr9",133782092,133782566,475,"*",".",1000,".",240.71351,-1,5.02121,248,"Intron (ENST00000406606.7/7410, intron 17 of 26)",9,133725393,133739955,14563,2,"1757","ENST00000298628.6",-42137,"ENSG00000123453","SARDH","sarcosine dehydrogenase"
"chr9",122099229,122099691,463,"*",".",1000,".",240.71172,-1,5.02121,231,"Intron (ENST00000778328.1/124902262, intron 2 of 3)",9,121988910,122093606,104697,2,"158135","ENST00000373776.5",-5623,"ENSG00000175764","TTLL11","tubulin tyrosine ligase like 11"
"chr1",211655178,211655596,419,"*",".",1000,".",240.71013,-1,5.02121,216,"Distal Intergenic",1,211652147,211654622,2476,1,"105748977","ENST00000653761.1",3031,"ENSG00000227764","NTRAS","non-coding transcript regulating alternative splicing"
"chr20",47272746,47273182,437,"*",".",1000,".",240.69176,-1,5.02121,212,"Intron (ENST00000311275.11/23613, intron 11 of 21)",20,47210413,47298900,88488,2,"23613","ENST00000467200.6",25718,"ENSG00000101040","ZMYND8","zinc finger MYND-type containing 8"
"chr5",149828374,149828840,467,"*",".",1000,".",240.6882,-1,5.02121,248,"Intron (ENST00000360453.8/133522, intron 3 of 10)",5,149833015,149847718,14704,1,"133522","ENST00000434684.1",-4175,"ENSG00000155846","PPARGC1B","PPARG coactivator 1 beta"
"chr8",56074448,56074948,501,"*",".",1000,".",240.6702,-1,5.02121,239,"Promoter (<=1kb)",8,56074576,56081877,7302,1,"105375847","ENST00000521403.2",0,NA,"CERNA3","competing endogenous lncRNA 3 for miR-645"
"chr3",38003339,38003861,523,"*",".",1000,".",240.66187,-1,5.02121,236,"Promoter (<=1kb)",3,38004064,38006204,2141,1,"50853","ENST00000488209.1",-203,"ENSG00000136059","VILL","villin like"
"chr6",134111062,134111502,441,"*",".",1000,".",240.65564,-1,5.02121,197,"Intron (ENST00000663785.1/124901404, intron 2 of 2)",6,134115326,134117826,2501,2,"387065","ENST00000824974.1",6324,NA,"HMGA1P7","high mobility group AT-hook 1 pseudogene 7"
"chr11",72831451,72831886,436,"*",".",1000,".",240.65229,-1,5.02121,181,"Intron (ENST00000534905.5/89849, intron 5 of 5)",11,72823895,72826734,2840,1,"89849","ENST00000542481.1",7556,"ENSG00000168010","ATG16L2","autophagy related 16 like 2"
"chr22",33018208,33018653,446,"*",".",1000,".",240.64523,-1,5.02121,231,"Intron (ENST00000358763.7/8224, intron 1 of 13)",22,32980673,33014529,33857,2,"8224","ENST00000412575.1",-3679,"ENSG00000185666","SYN3","synapsin III"
"chr19",52237746,52238213,468,"*",".",1000,".",240.62756,-1,5.02121,229,"Intron (ENST00000790584.1/105372449, intron 1 of 1)",19,52231345,52246134,14790,1,"105372449","ENST00000790585.1",6401,NA,"LOC105372449","uncharacterized LOC105372449"
"chr15",51132869,51133289,421,"*",".",1000,".",240.62081,-1,5.02121,191,"Intron (ENST00000805692.1/112268146, intron 2 of 3)",15,51056598,51105276,48679,2,"388121","ENST00000327536.5",-27593,"ENSG00000183578","TNFAIP8L3","TNF alpha induced protein 8 like 3"
"chr4",82285184,82285628,445,"*",".",1000,".",240.61706,-1,5.02121,207,"Promoter (<=1kb)",4,82243873,82285273,41401,2,"105377308","ENST00000811207.1",0,NA,"LOC105377308","uncharacterized LOC105377308"
"chr17",1332497,1332926,430,"*",".",1000,".",240.54615,-1,5.02121,243,"Distal Intergenic",17,1345155,1361294,16140,2,"7531","ENST00000496706.1",28368,"ENSG00000108953","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon"
"chr10",133520067,133520544,478,"*",".",1000,".",240.53607,-1,5.02121,244,"Promoter (<=1kb)",10,133520406,133539122,18717,1,"1571","ENST00000463117.6",0,"ENSG00000130649","CYP2E1","cytochrome P450 family 2 subfamily E member 1"
"chr11",86041839,86042248,410,"*",".",1000,".",240.5054,-1,5.02121,205,"Intron (ENST00000393346.8/8301, intron 1 of 19)",11,86007369,86022469,15101,2,"8301","ENST00000531771.5",-19370,"ENSG00000073921","PICALM","phosphatidylinositol binding clathrin assembly protein"
"chr10",118720984,118721427,444,"*",".",1000,".",240.5008,-1,5.02121,239,"Intron (ENST00000544392.5/143384, intron 1 of 7)",10,118674167,118726385,52219,2,"143384","ENST00000544392.5",4958,"ENSG00000151893","CACUL1","CDK2 associated cullin domain 1"
"chr1",161227282,161227834,553,"*",".",1000,".",240.47954,-1,5.02121,257,"Promoter (<=1kb)",1,161227884,161228503,620,1,"84134","ENST00000468803.1",-50,"ENSG00000158882","TOMM40L","translocase of outer mitochondrial membrane 40 like"
"chr9",130866289,130866826,538,"*",".",1000,".",240.44512,-1,5.02121,268,"Intron (ENST00000372348.9/25, intron 4 of 10)",9,130892707,130896812,4106,2,"347148","ENST00000623824.2",29986,"ENSG00000188710","QRFP","pyroglutamylated RFamide peptide"
"chr2",222708216,222708661,446,"*",".",1000,".",240.42361,-1,5.02121,214,"Intron (ENST00000446656.4/116255, intron 5 of 5)",2,222671658,222709930,38273,1,"116255","ENST00000446656.4",36558,"ENSG00000124003","MOGAT1","monoacylglycerol O-acyltransferase 1"
"chr12",53421558,53421991,434,"*",".",1000,".",240.40272,-1,5.02121,216,"Promoter (1-2kb)",12,53423855,53431672,7818,1,"269","ENST00000257863.9",-1864,"ENSG00000135409","AMHR2","anti-Mullerian hormone receptor type 2"
"chr18",59057163,59057679,517,"*",".",1000,".",240.39288,-1,5.02121,237,"Promoter (<=1kb)",18,59057026,59069392,12367,1,"390858","ENST00000587906.2",137,NA,"OACYLP","O-acyltransferase like, pseudogene"
"chr14",49634130,49634607,478,"*",".",1000,".",240.3791,-1,5.02121,199,"Promoter (<=1kb)",14,49625174,49635230,10057,2,"55172","ENST00000406043.3",623,"ENSG00000165506","DNAAF2","dynein axonemal assembly factor 2"
"chr1",208245240,208245644,405,"*",".",1000,".",240.34934,-1,5.02121,191,"Promoter (<=1kb)",1,208244835,208335616,90782,1,"105372889","ENST00000798838.1",405,NA,"LOC105372889","uncharacterized LOC105372889"
"chr19",48675307,48675797,491,"*",".",1000,".",240.32596,-1,5.02121,233,"Promoter (2-3kb)",19,48673174,48681047,7874,1,"653677","ENST00000473944.2",2133,"ENSG00000293426","SEC1P","secretory blood group 1, pseudogene"
"chr12",42482663,42483209,547,"*",".",1000,".",240.2993,-1,5.02121,292,"Promoter (<=1kb)",12,42469477,42483091,13615,2,"144165","ENST00000551050.6",0,"ENSG00000139174","PRICKLE1","prickle planar cell polarity protein 1"
"chr15",80173274,80173713,440,"*",".",1000,".",240.27237,-1,5.02121,244,"Promoter (1-2kb)",15,80172207,80173753,1547,1,"2184","ENST00000559542.1",1067,"ENSG00000103876","FAH","fumarylacetoacetate hydrolase"
"chr19",38233668,38234219,552,"*",".",1000,".",240.26175,-1,5.02121,292,"Distal Intergenic",19,38211043,38229714,18672,2,"8193","ENST00000686058.1",-3954,"ENSG00000011332","DPF1","double PHD fingers 1"
"chr12",94101313,94101855,543,"*",".",1000,".",240.22658,-1,5.02121,261,"Promoter (<=1kb)",12,94101640,94126473,24834,1,"124902986","ENST00000786514.1",0,"ENSG00000302422","LOC124902986","uncharacterized LOC124902986"
"chr1",156838832,156839308,477,"*",".",1000,".",240.22235,-1,5.02121,222,"Promoter (1-2kb)",1,156837209,156881850,44642,1,"4914","ENST00000530298.5",1623,"ENSG00000198400","NTRK1","neurotrophic receptor tyrosine kinase 1"
"chr11",20132369,20132860,492,"*",".",1000,".",240.21156,-1,5.02121,219,"Exon (ENST00000623701.1/ENST00000623701.1, exon 1 of 1)",11,20114383,20118282,3900,1,"89797","ENST00000528923.1",17986,"ENSG00000166833","NAV2","neuron navigator 2"
"chr14",67571246,67571713,468,"*",".",1000,".",240.20148,-1,5.02121,241,"Promoter (<=1kb)",14,67571788,67573376,1589,1,"57475","ENST00000561135.1",-75,"ENSG00000054690","PLEKHH1","pleckstrin homology, MyTH4 and FERM domain containing H1"
"chr17",72556863,72557333,471,"*",".",1000,".",240.192,-1,5.02121,250,"Intron (ENST00000648631.1/100499467, intron 1 of 5)",17,72428267,72574867,146601,2,"100499467","ENST00000649332.1",17534,"ENSG00000227036","LINC00673","long intergenic non-protein coding RNA 673"
"chr6",41066781,41067298,518,"*",".",1000,".",240.18886,-1,5.02121,263,"3' UTR",6,41033627,41071217,37591,2,"222643","ENST00000482853.5",3919,"ENSG00000124602","UNC5CL","unc-5 family C-terminal like"
"chr7",28093587,28094056,470,"*",".",1000,".",240.17849,-1,5.02121,245,"Intron (ENST00000283928.10/221895, intron 1 of 4)",7,27832913,28071684,238772,2,"221895","ENST00000430432.5",-21903,"ENSG00000153814","JAZF1","JAZF zinc finger 1"
